species,body_mass,body_mass_log,HWI,HWI_log,life_history_PC1,median_dispersal_km,median_dispersal_log,long_dispersal_km,long_dispersal_log
Picus_viridis,0.2740695883425809,0.3957643499198594,-0.9625002631921711,-0.960172966972255,0.48907427357535355,0.700122982829276,0.530700591286304,8.69443406650548,2.2715519132420114
Platalea_leucorodia,1.5690726781520767,1.4515197188460902,0.15578780732436043,0.32089137770500736,-1.6505194717382126,117.878497156299,4.778101939202959,1644.87156360752,7.4060253487925145
Plegadis_falcinellus,0.9702380742229186,0.9990032419603284,0.26890732003824225,0.4227426776188553,-0.26606898892028613,3.96245641821049,1.6019008637501584,2275.56876075741,7.730424658912322
Pluvialis_apricaria,0.381244780609296,0.4950242462702101,1.4031393011985303,1.278493990526527,0.21759582466686178,8.79043555271871,2.281405945105261,492.410850132412,6.201342194393419
Podiceps_cristatus,1.0546848296550784,1.0661348557237034,0.4106539649258041,0.5452990846251548,-0.38616915207909147,0.720150099897059,0.5424115543997962,2.56612908555024,1.271480717762293
Prunella_modularis,-0.9116616173294845,-0.9175452388666057,-1.2860764453435958,-1.4768017874115968,0.5238664075444366,0.206427470725082,0.18766348883879688,1.42420857211687,0.8855051091081126
Pyrrhocorax_graculus,0.3735048909400347,0.4879412173190968,-0.1670904385388577,0.007705448107435995,-0.6820622178251825,2.12440465906015,1.139243755938449,11.5340740339038,2.528450858431266
Pyrrhocorax_pyrrhocorax,0.5220779594824405,0.6216769814387594,-0.009836539844955087,0.1646648007506132,-0.7783400847395057,6.66071998448024,2.0361059720874475,45.7441924831827,3.844690023059478
Pyrrhula_pyrrhula,-0.8123392928299895,-0.7885941090382431,-1.0542468108442196,-1.0971378442071322,0.7956528605027812,0.326879798634214,0.2828301699618927,4.09182348970075,1.6276360158564684
Saxicola_rubetra,-1.0203532935818658,-1.0638019891728998,-1.051689783410998,-1.0932273529525613,0.8031580887328182,1.84595612474538,1.0458990830855017,9.53806694379709,2.3549941243762436
Saxicola_torquatus,-1.0405359311029607,-1.091583423473862,-1.4595671304110935,-1.7994004144831117,1.1595978208274675,2.15570169992179,1.1492108801140075,6.43950043014371,2.0068037001045136
Serinus_serinus,-1.2360769354926089,-1.371682980551107,-0.5745272217054456,-0.445914023118041,0.7139233170345155,0.619134350257688,0.48189165473476325,1.05366388941214,0.7196254610239223
Sitta_europaea,-0.9081516173974854,-0.9129136622802162,-0.9955938243692775,-1.0087997396100383,0.6980102507433525,0.94798354942955,0.6667947603333251,10.93827705711,2.479749797477659
Streptopelia_turtur,0.11635275816074148,0.24486977512204844,0.3565451895390988,0.49915348428128287,0.6521497247266955,0.0067290733281172,0.006706534169460662,47.5738535596899,3.883085393537531
Sturnus_unicolor,-0.13366398177468283,-0.0071750736274395835,-0.10974594522044456,0.06597815697918338,0.7595831700622757,1.26930695556644,0.8194744789601035,5.43458157009864,1.8616868148622379
Sturnus_vulgaris,-0.17814707230115764,-0.05380359494753116,0.0064712800992669265,0.18044438257635648,-0.06685085764645013,0.751016190141588,0.56019629948689,44.7017101650227,3.8221357187540974
